uai - identifiant;exercice;Acquisitions d'immobilisations;ANR hors investissements d'avenir;ANR investissements d'avenir;Autres ressources propres;Autres Subventions;Besoin en fonds de roulement;CAF / Produits encaissables;Capacité d'autofinancement;Charges de fonctionnement décaissables;Charges décaissables / Produits.encaissables;Charges externes;Charges externes / Produits.encaissables;Contrats et prestations de recherche hors ANR;Dépenses de personnel;Dépenses de personnel / Produits encaissables;Droits d'inscription;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Fonds de roulement net global;Formation continue, diplômes propres et VAE;Ressources propres;Résultat net comptable hors SIE;Produits de fonctionnement encaissables;Ressources propres / Produits encaissables;Résultat net comptable;Solde budgétaire;Subventions de la région;Subventions Union Européenne;Taxe d'apprentissage;Trésorerie;Trésorerie en jours de charges décaissables;Valorisation;rce;vague;typologie;code du groupe;groupe;uai actuel;etablissement;code de la commune;commune;code de l'academie;academie;code de la region;region
3010001R;2018;417012.0;;;542683.0;;-346430.0;6.84807710733368;388813.0;5288883.0;93.1519228926663;;;;3715982.0;65.4487665419212;;;118.582226152479;1742132.0;;542683.0;196033.0;5677696.0;9.67691824289289;196033.0;2736.0;;;;2088562.0;142.162781819904;;;C;école française à l'étranger;GR40;écoles françaises à l'étranger;3010001R;Institut français d'archéologie orientale du Caire;;Le Caire;A99;Étranger;R99;Étranger
9710585J;2018;;280834.0;0.0;3659789.0;1520857.0;;;;;;;;119041.0;;;2276667.0;;;;489457.0;11728147.0;;;;;;1943647.0;1322343.0;115512.0;;;0.0;2013;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;9710585J;Université des Antilles;97120;Pointe-à-Pitre;A32;Guadeloupe;R01;Guadeloupe
0133774G;2019;1373078.0;500513.0;0.0;735886.0;681230.0;-3283458.0;2.6630013082448;484258.0;17700412.0;97.3369986917552;;;96708.0;13700882.0;75.3430334452041;984578.0;;48.2717441831297;2373416.0;5001.0;4660487.0;-215958.0;18184670.0;20.3312405449205;-215958.0;-192033.0;285244.0;594694.0;776633.0;5656874.0;115.052386351233;0.0;2014;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0133774G;École centrale de Marseille;13213;Marseille 13e;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur
0141720U;2019;3643613.0;354406.0;0.0;3285682.0;1253745.0;-724338.0;14.0026761612644;2490296.0;15294133.0;85.9973238387356;;;499704.0;11383877.0;64.0103598490567;227521.0;;156.619893393107;6653793.0;195603.0;7771809.0;1549090.0;17784429.0;31.4905977582974;1549090.0;941507.0;778739.0;910105.0;266304.0;7378131.0;173.669678431592;0.0;2012;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0141720U;École nationale supérieure d'ingénieurs de Caen;14118;Caen;A05;Caen;R28;Normandie
0142382N;2019;878023.0;0.0;1350857.0;47812.0;1955571.0;-2709913.0;19.4721435484111;2685083.0;11104271.0;80.5278491996181;;;223865.0;8166700.0;59.2246700443929;0.0;;28.8218614261125;889016.0;95701.0;12180033.0;1394411.0;13789355.0;93.199333833961;1394411.0;68661.0;8465117.0;0.0;0.0;3598929.0;116.677127206279;41110.0;;B;communauté d'universités et établissements;;communauté d'universités et établissements;0142382N;Normandie Université;14118;Caen;A05;Caen;R28;Normandie
0310152X;2019;10900056.0;3391946.0;869382.0;3613274.0;7896966.0;-8176565.0;6.52441281685204;3773340.0;54060830.0;93.475587183148;;;4042239.0;43596618.0;75.3821106103883;1921772.0;;82.0601074752274;12322882.0;746520.0;26564789.0;666198.0;57834170.0;30.0299736297763;692505.0;1834581.0;1561789.0;1320929.0;1092364.0;20499447.0;136.509204908619;107608.0;2012;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0310152X;Institut national des sciences appliquées de Toulouse;31555;Toulouse;A16;Toulouse;R76;Occitanie
0312758E;2019;13515150.0;6268855.0;429240.0;11654768.0;1275735.0;-20369553.0;-156.197783639785;-33555923.0;55038893.0;256.197783639785;;;0.0;7612029.0;35.4328521615028;0.0;;93.8282803035301;14345013.0;69302.0;20178344.0;-1066120.0;21482970.0;72.2568574084496;-38903926.0;-36219615.0;480444.0;0.0;0.0;34714566.0;227.062047923093;0.0;;A;communauté d'universités et établissements;;communauté d'universités et établissements;0312758E;Université fédérale de Toulouse Midi-Pyrénées;31555;Toulouse;A16;Toulouse;R76;Occitanie
0330192E;2019;474864.0;125641.0;91312.0;287014.0;493664.0;-907117.0;22.4097102776844;1632248.0;5651315.0;77.588903057582;;;172522.0;2717945.0;37.3156285078499;3345010.0;;405.292623044371;6362323.0;505678.0;5439192.0;1273078.0;7283664.0;78.4843589709794;1273078.0;1093916.0;308037.0;56735.0;53579.0;7269440.0;463.07777924253;;;A;institut d'études politiques;GR20;instituts d'études politiques;0330192E;Institut d'études politiques de Bordeaux;33318;Pessac;A04;Bordeaux;R75;Nouvelle-Aquitaine
0352756F;2019;1523718.0;;16010.0;926285.0;10283930.0;21871501.0;-21.5260915684;-2903814.0;16393554.0;121.526084155359;;;;4657889.0;34.5291210557712;;;656.690035607898;29904121.0;;13432555.0;-2992396.0;13489741.0;85.0887871012497;-2992396.0;360511.0;1596746.0;609584.0;;8032620.0;176.395136771441;;;B;communauté d'universités et établissements;;communauté d'universités et établissements;0352756F;Université Bretagne Loire;35238;Rennes;A14;Rennes;R53;Bretagne
0370800U;2019;30161999.0;1551033.0;1468340.0;8457588.0;9726545.0;-11532082.0;4.28752060008075;8483690.0;189385680.0;95.7124793999192;;;229452.0;160248365.0;80.9869486116017;3869395.0;;68.756445577089;36170795.0;2811573.0;45895176.0;4512516.0;197869370.0;17.116410690548;4512516.0;1641521.0;12346224.0;2231806.0;1158412.0;47702877.0;90.6775830147242;2044808.0;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0370800U;Université François-Rabelais;37261;Tours;A18;Orléans-Tours;R24;Centre-Val de Loire
0383412C;2019;6722509.0;0.0;0.0;6979658.0;34775539.0;-29166720.0;1.66311016853587;681510.0;40296533.0;98.3368898314641;;;0.0;2947650.0;7.1932424884224;1541291.0;;128.324437241288;14363972.0;0.0;44081901.0;-264247.0;40978043.0;93.4733266788753;-264247.0;-4902303.0;785413.0;0.0;0.0;43530692.0;388.893236050853;0.0;;A;communauté d'universités et établissements;;communauté d'universités et établissements;0383412C;Université Grenoble Alpes;38421;Saint-Martin-d'Hères;A08;Grenoble;R84;Auvergne-Rhône-Alpes
0511296G;2019;13937612.0;1038745.0;96901.0;5565346.0;5662764.0;-3198673.0;5.67192973324237;11311856.0;188123901.0;94.3280702667576;;;1608253.0;162987971.0;81.7245480207444;5159291.0;;62.6443941325669;32735855.0;5461764.0;36962485.0;6643575.0;199435757.0;13.7847437257703;6643575.0;6532525.0;4469143.0;4326518.0;3484899.0;35934528.0;68.7654785555398;88861.0;2011;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0511296G;Université de Reims Champagne-Ardenne;51454;Reims;A19;Reims;R44;Grand Est
0593279U;2019;20095153.0;313565.0;462870.0;2735098.0;18196922.0;3242461.0;3.30291134512022;3542349.0;103697207.0;96.6880116717974;;;992362.0;89982584.0;83.9003998637156;1394872.0;;78.3365164309585;22564661.0;3145951.0;34095264.0;211957.0;107249291.0;18.745752827401;211957.0;-2678341.0;4867854.0;973125.0;864693.0;19322200.0;67.0798394791867;147952.0;2010;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0593279U;Université de Valenciennes et du Hainaut-Cambrésis;59032;Aulnoy-lez-Valenciennes;A09;Lille;R32;Hauts-de-France
0595964M;2019;5439557.0;601609.0;253013.0;1146481.0;6915182.0;-767265.0;2.7915243910742;2363695.0;82310292.0;97.2084756089258;;;420171.0;71162530.0;84.0429658756945;1082551.0;;51.9428865590709;11876206.0;3950742.0;18424736.0;490949.0;84673987.0;15.1968526059839;490949.0;3541360.0;2596309.0;703415.0;749912.0;12643471.0;55.2986686039214;5351.0;2010;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0595964M;Université du Littoral Côte d'Opale;59183;Dunkerque;A09;Lille;R32;Hauts-de-France
0597065J;2019;17151735.0;5319576.0;2771691.0;16592516.0;28297051.0;-24678189.0;2.47508633853473;13286034.0;523574325.0;97.5378851969703;;;4226181.0;447088288.0;83.2891225287909;9983923.0;;32.4126141976118;47140035.0;16103522.0;114448862.0;1471259.0;536790729.0;16.3977699771339;1391186.0;19519753.0;11383111.0;16825929.0;2596284.0;71818224.0;49.3808794768536;349078.0;;;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0597065J;Université de Lille;59350;Lille;A09;Lille;R32;Hauts-de-France
0632033T;2019;2839367.0;0.0;0.0;1324350.0;0.0;-1146675.0;8.74366915235423;1461917.0;15257804.0;91.2563368286072;;;0.0;12517978.0;74.8695432698634;405711.0;;68.0899505590713;2885842.0;88740.0;3947323.0;543530.0;16719720.0;20.5613969611931;543530.0;-658602.0;474064.0;0.0;202777.0;4032517.0;95.1451545713918;1451681.0;2016;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0632033T;SIGMA Clermont;63014;Aubière;A06;Clermont-Ferrand;R84;Auvergne-Rhône-Alpes
0632035V;2019;22593807.0;2537809.0;11426021.0;9950190.0;4806358.0;-24302588.0;6.19845517257314;17727572.0;268272270.0;93.8015448274269;;;260041.0;223055095.0;77.9913350441641;4743009.0;;76.5825114910311;57069345.0;6758622.0;61650735.0;10928345.0;285999842.0;16.2166075602238;10928345.0;11397078.0;7457171.0;6133413.0;4151235.0;81371933.0;109.19464721419;3426866.0;2010;A;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0632035V;Université Clermont Auvergne;63113;Clermont-Ferrand;A06;Clermont-Ferrand;R84;Auvergne-Rhône-Alpes
0650048Z;2019;1094600.0;80794.0;0.0;255253.0;329860.0;-771522.0;2.17225803576491;386542.0;17407937.0;97.8277419642351;;;390049.0;14072344.0;79.0826413068907;621789.0;;54.1582750443088;2618844.0;931971.0;5152629.0;-75796.0;17794479.0;22.5932661473258;-75796.0;1013656.0;295631.0;1629366.0;265791.0;3390366.0;70.1135212058729;352125.0;2011;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0650048Z;École nationale d'ingénieurs de Tarbes;65440;Tarbes;A16;Toulouse;R76;Occitanie
0692459Y;2019;269574.0;42680.0;0.0;130925.0;48470.0;263059.0;12.6196326675845;338704.0;2345241.0;87.3803673324155;;;0.0;949341.0;35.3711048475285;20538.0;;257.394272059886;1676810.0;258980.0;559367.0;-34472.0;2683945.0;20.7711037297709;-34472.0;-20593.0;15000.0;0.0;5412.0;1413751.0;217.014097911473;37362.0;;A;autres établissements;GR60;autres établissements d'enseignement et de recherche;0692459Y;École nationale supérieure des sciences de l'information et des bibliothèques;69266;Villeurbanne;A10;Lyon;R84;Auvergne-Rhône-Alpes
0730858L;2019;4927690.0;1711805.0;171878.0;3938289.0;3520141.0;-7099869.0;1.9483400044143;2184075.0;109915199.0;98.0516599955857;;;957542.0;92545507.0;82.5567407332183;2668722.0;;36.2177161686256;11057993.0;5309245.0;23158934.0;1087351.0;112099274.0;18.3663767528057;1087351.0;1520026.0;2065072.0;1522460.0;1149654.0;18157862.0;59.4715779025247;144126.0;2011;A;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0730858L;Université de Savoie;73065;Chambéry;A08;Grenoble;R84;Auvergne-Rhône-Alpes
0751719L;2019;1667726.0;567634.0;;2286566.0;1681348.0;-6297246.0;3.9768896388207;4197809.0;101357270.0;96.0231103611793;;;;87395558.0;82.7961655923729;2864866.0;;85.882927194073;24180164.0;530539.0;8467218.0;3249563.0;105555079.0;10.5948118327873;3366407.0;-440554.0;43740.0;298534.0;193991.0;30477410.0;108.249438841437;;2011;D;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0751719L;Université Sorbonne Nouvelle - Paris 3;75105;Paris 5e;A01;Paris;R11;Île-de-France
0752744A;2019;;;;0.0;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;0752744A;Académie des sciences d'outre-mer;75016;Paris 16e;A01;Paris;R11;Île-de-France
0753455Y;2019;6040178.0;4622336.0;4694667.0;9161538.0;5781853.0;-8851219.0;2.42472676511115;2750125.0;110669871.0;97.5752732348889;;;1163703.0;79377649.0;69.9855861395022;371646.0;;79.1360618826419;24327716.0;;32870233.0;1834675.0;113419996.0;23.8517359848964;1834675.0;1592937.0;436005.0;6594655.0;43830.0;33178935.0;107.928350255328;;2010;D;école normale supérieure;GR30;écoles normales supérieures;0753455Y;École normale supérieure de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753471R;2019;6450079.0;920163.0;18519.0;7515390.0;3573614.0;-444775.0;6.98979683304671;10955846.0;145784705.0;93.0102038049503;;;1585704.0;83221503.0;53.0950688893206;493346.0;;111.688368406;45229044.0;25395742.0;46812896.0;5506100.0;156740550.0;29.0686979215015;5506100.0;6854505.0;2217983.0;1047049.0;4045175.0;45673819.0;112.786693501215;211.0;2013;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753471R;Conservatoire national des arts et métiers;75103;Paris 3e;A01;Paris;R11;Île-de-France
0753478Y;2019;150415.0;74929.0;129801.0;396583.0;;-672322.0;-0.970159837221905;-32494.0;3381839.0;100.970159837222;;;;1462144.0;43.6546250087704;28892.0;;240.502945291009;2259284.0;134616.0;783245.0;332169.0;3349345.0;15.1698914265327;332169.0;251381.0;;15761.0;2663.0;2931606.0;312.07226600675;;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753478Y;École nationale des Chartes;75102;Paris 2e;A01;Paris;R11;Île-de-France
0753496T;2019;3032121.0;1045748.0;15335.0;458487.0;2610402.0;-3174730.0;5.51686448885389;1980652.0;33921118.0;94.4831355111461;;;426348.0;26635060.0;74.1887099159735;29967.0;;56.568155566099;5330153.0;56748.0;5620032.0;401065.0;35901770.0;15.5896046350918;401065.0;-1415692.0;101745.0;858514.0;14018.0;8504883.0;90.2611134456123;2720.0;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753496T;Observatoire de Paris;75114;Paris 14e;A01;Paris;R11;Île-de-France
0755598C;2019;30296.0;;27920.0;795398.0;;-10895127.0;-5.53187351670474;-138246.0;2637328.0;105.531913531414;;;;460239.0;18.4163298428502;;;163.579107338943;1198366.0;;823318.0;-158676.0;2499081.0;34.4706314041041;-158676.0;-548057.0;;;;12093493.0;1650.78347478964;;;D;communauté d'universités et établissements;;communauté d'universités et établissements;0755598C;Université Sorbonne Paris Cité;75113;Paris 13e;A01;Paris;R11;Île-de-France
0760165S;2019;3339222.0;838697.0;;6622814.0;350786.0;-5464873.0;4.69470638301414;1669715.0;33895194.0;95.3024819357211;;;1544926.0;25506402.0;71.7158726352249;740890.0;;61.0592510548841;5748931.0;501817.0;13006898.0;945673.0;35565909.0;30.2658931056704;945673.0;663622.0;969710.0;1437258.0;;11213804.0;119.101529261051;;2011;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0760165S;Institut national des sciences appliquées de Rouen;76575;Saint-Étienne-du-Rouvray;A21;Rouen;R28;Normandie
0761904G;2019;0.0;;;35178976.0;;-13369504.0;3.93503669322093;8511652.0;228533134.0;105.653552084457;;;;207792608.0;96.0649633067791;;;26.0617743070902;16544386.0;;35178976.0;1706287.0;216304260.0;16.0421408251506;1706287.0;-10186162.0;;;;29913890.0;47.1222715564737;;2011;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0761904G;Université de Rouen;76451;Mont-Saint-Aignan;A21;Rouen;R28;Normandie
0772502B;2019;30047976.0;903450.0;735205.0;10310756.0;5189503.0;-9110179.0;6.31591849328955;6381432.0;94655845.0;93.6840824964442;;;890519.0;76627329.0;75.8406521173433;2564783.0;;73.0826184056568;19215825.0;1427611.0;25274718.0;3924803.0;101037276.0;20.8025590476133;3924803.0;-20299797.0;707323.0;1435641.0;922517.0;28326004.0;107.730921846401;187410.0;2009;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0772502B;Université Paris-Est Marne-la-Vallée;77083;Champs-sur-Marne;A24;Créteil;R11;Île-de-France
0801344B;2019;7330391.0;840029.0;1278278.0;9457424.0;4007829.0;422364.0;2.62043907757255;4967199.0;184933332.0;97.561327806375;;;8332.0;157436319.0;83.0553159913218;4069515.0;;63.7430507119182;32745041.0;3211367.0;35075713.0;1050902.0;189555981.0;13.8941498237399;1050902.0;5714623.0;8172480.0;1704598.0;884468.0;32322677.0;62.9208569064229;1441393.0;2011;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0801344B;Université de Picardie Jules-Verne;80021;Amiens;A20;Amiens;R32;Hauts-de-France
0860073M;2019;1581961.0;573711.0;152568.0;309715.0;427130.0;1370881.0;6.90767209581507;1129185.0;15217639.0;93.0923279041849;;;1613074.0;11928239.0;72.9697646466372;554200.0;;79.7003267063964;3369030.0;1690.0;4865546.0;16296.0;16346824.0;31.6523747976977;16296.0;-836624.0;548352.0;491685.0;193421.0;1998149.0;47.2697269267591;0.0;2013;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0860073M;École nationale supérieure de mécanique et d'aérotechnique de Poitiers;86062;Chasseneuil-du-Poitou;A13;Poitiers;R75;Nouvelle-Aquitaine
0861420B;2019;72364.0;0.0;0.0;3576.0;204923.0;-825227.0;4.66841222269277;22929.0;468223.0;95.3315877773072;;;0.0;0.0;0.0;0.0;;529.267806152197;688376.0;0.0;208499.0;13579.0;491152.0;53.0929325341239;13579.0;-100137.0;0.0;0.0;0.0;1513603.0;1163.75547548924;0.0;;B;communauté d'universités et établissements;;communauté d'universités et établissements;0861420B;Université confédérale Léonard de Vinci;86062;Chasseneuil-du-Poitou;A13;Poitiers;R75;Nouvelle-Aquitaine
0911975C;2019;5670951.0;233123.0;;10925082.0;2158045.0;-3192752.0;3.41387983942375;3019073.0;85177143.0;96.3158331273917;;;515086.0;69946674.0;79.0936622610137;1499254.0;;93.0425088336198;22014153.0;1758702.0;17606211.0;213310.0;88435245.0;19.1026993819037;213310.0;-160422.0;138085.0;;378778.0;25206905.0;106.536630372775;56.0;2011;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0911975C;Université d'Évry-Val d'Essonne;91228;Évry;A25;Versailles;R11;Île-de-France
0912266U;2019;1447959.0;;;2869574.0;;-240126.0;14.1958238639576;1004417.0;6071022.0;85.8041620026458;;;;4301320.0;60.7922616826657;;;223.764183361549;3773548.0;;2869574.0;866141.0;7075440.0;18.2908342096039;866141.0;1202552.0;;;;4013674.0;238.003196166972;;2015;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0912266U;École nationale supérieure d'informatique pour l'industrie et l'entreprise;91228;Évry;A25;Versailles;R11;Île-de-France
1270009V;2019;284643.0;;;469332.0;145629.0;98607.0;5.49220655873982;394031.0;6780335.0;94.5077934412602;;;;4856294.0;67.6895212761657;;;159.259316833165;2999532.0;;614961.0;59205.0;7174366.0;12.3984892881127;59205.0;-109684.0;;;;2900925.0;154.023805608425;;;;école française à l'étranger;GR40;écoles françaises à l'étranger;1270009V;École française de Rome;;Rome;A99;Étranger;R99;Étranger
9740478B;2019;331051.0;233725.0;19439.0;3365464.0;2503503.0;4365207.0;3.41568676069928;4141418.0;116855015.0;96.3776483457637;;;0.0;100303717.0;82.7267564408682;1749061.0;;41.4448194628189;13452875.0;4129515.0;21885998.0;1998186.0;121247008.0;16.9189733737595;1998186.0;-10091835.0;3269878.0;4841831.0;1144704.0;9087668.0;27.9967486205021;628878.0;2013;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;9740478B;Université de La Réunion;97411;Saint-Denis;A28;La Réunion;R04;La Réunion
9760358K;2019;;;;0.0;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;9760358K;Centre Universitaire de Mayotte;97607;Dembeni;A43;Mayotte;R06;Mayotte
9840349G;2019;2385773.0;146104.0;;591089.0;1160734.0;-812360.0;9.71289470548319;3023158.0;28100099.0;90.2808595517182;;;613233.0;23595435.0;75.8081369498626;508869.0;;131.460326883546;10261245.0;575482.0;3595511.0;2233294.0;31125201.0;13.184840155731;2233294.0;160762.0;;;;11073605.0;141.867749291559;;2013;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;9840349G;Université de la Polynésie Française;98738;Punaauia;A41;Polynésie Française;R00;Collectivités d'outre-mer
0133774G;2020;3572147.0;325135.0;0.0;698017.0;985363.0;-3787537.0;3.85545082227713;744864.0;18574900.0;96.1445491777229;;;251650.0;14245306.0;73.7343685978773;1500000.0;;16.4787665074913;850254.0;65000.0;6375825.0;218401.0;19319764.0;24.6803325340827;218401.0;-1219640.0;1519237.0;231423.0;800000.0;4637791.0;89.8849931897345;0.0;2014;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0133774G;École centrale de Marseille;13213;Marseille 13e;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur
